recipe_name,recipe_link,recipe_type
10 sizzling summer kebab recipes,https://realfood.tesco.com/gallery/10-sizzling-summer-kebab-recipes.html,Top 10
How to use beans and peas,https://realfood.tesco.com/curatedlist/how-to-use-beans-and-peas.html,Tips and trends
How to make hot cross bun doughnuts,https://realfood.tesco.com/step-by-step/how-to-make-hot-cross-bun-doughnuts.html,Step-by-step
10 scrumptious sweet pancake recipes,https://realfood.tesco.com/gallery/10-scrumptious-sweet-pancake-recipes.html,Top 10
Rainy day recipes,https://realfood.tesco.com/gallery/rainy-day-recipes.html,Top 10
Comfort food recipes to see you through winter,https://realfood.tesco.com/curatedlist/comfort-food-recipes-to-see-you-through-winter.html,Tips and trends
A drink for every festive occasion,https://realfood.tesco.com/curatedlist/a-drink-for-every-festive-occasion.html,Tips and trends
5 easy family dinners for £25: January week 1,https://realfood.tesco.com/curatedlist/5-easy-family-dinners-for-25-january-week-1.html,Tips and trends
How to make gnocchi,https://realfood.tesco.com/step-by-step/how-to-make-gnocchi.html,Step-by-step
10 easy student dinners,https://realfood.tesco.com/gallery/10-easy-student-dinners.html,Top 10
Top tips for eating a healthy breakfast,https://realfood.tesco.com/curatedlist/top-tips-for-eating-a-healthy-breakfast.html,Tips and trends
5 easy family dinners for £25 – July week 4,https://realfood.tesco.com/curatedlist/5-easy-family-dinners-for-25-july-week-4.html,Tips and trends
5 easy family dinners for £25: Week 19,https://realfood.tesco.com/curatedlist/5-easy-family-dinners-for-25-week-19.html,Tips and trends
New BBQ cuts to try,https://realfood.tesco.com/curatedlist/new-bbq-cuts-to-try.html,Tips and trends
How to make sauerkraut,https://realfood.tesco.com/step-by-step/how-to-make-sauerkraut.html,Step-by-step
Six ways to use up leftover cake,https://realfood.tesco.com/curatedlist/six-ways-to-use-up-leftover-cake.html,Tips and trends
How to make limoncello,https://realfood.tesco.com/step-by-step/how-to-make-limoncello.html,Step-by-step
How to make a chocolate cherry cheesecake,https://realfood.tesco.com/step-by-step/how-to-make-a-chocolate-cherry-cheesecake.html,Step-by-step
Seven ways to eat more wholesome lunches,https://realfood.tesco.com/curatedlist/seven-ways-to-eat-more-wholesome-lunches.html,Tips and trends
"Use it all – stem, leaves, peel, seeds",https://realfood.tesco.com/curatedlist/use-it-all-stem-leaves-peel-seeds.html,Tips and trends
10 best Christmas biscuit recipes,https://realfood.tesco.com/gallery/10-best-christmas-biscuit-recipes.html,Top 10
10 best roast pork recipes,https://realfood.tesco.com/gallery/10-best-roast-pork-recipes.html,Top 10
10 perfect pizza recipes,https://realfood.tesco.com/gallery/10-perfect-pizza-recipes.html,Top 10
10 quiche recipes you need to know,https://realfood.tesco.com/gallery/10-quiche-recipes-you-need-to-know.html,Top 10
How to make a chicken pot roast,https://realfood.tesco.com/step-by-step/how-to-make-a-chicken-pot-roast.html,Step-by-step
Lunchbox ideas for adults,https://realfood.tesco.com/curatedlist/lunchbox-ideas-for-adults.html,Tips and trends
5 easy family dinners for £25: Week 12,https://realfood.tesco.com/curatedlist/5-easy-family-dinners-for-25-week-12.html,Tips and trends
10 fragrant lamb tagine recipes,https://realfood.tesco.com/gallery/10-fragrant-lamb-tagine-recipes.html,Top 10
The Christmas countdown,https://realfood.tesco.com/curatedlist/the-christmas-countdown.html,Tips and trends
Eight brilliant barbecue recipes to make whatever the weather,https://realfood.tesco.com/curatedlist/eight-brilliant-barbecue-recipes-to-make-whatever-the-weather.html,Tips and trends
10 one-pot wonders,https://realfood.tesco.com/gallery/10-one-pot-wonders.html,Top 10
Wallet-friendly midweek meals,https://realfood.tesco.com/gallery/wallet-friendly-midweek-meals.html,Top 10
How to make an angel food cake,https://realfood.tesco.com/step-by-step/how-to-make-an-angel-food-cake.html,Step-by-step
Summer BBQ sides,https://realfood.tesco.com/step-by-step/summer-bbq-sides.html,Step-by-step
Amazing ways to use instant mash,https://realfood.tesco.com/curatedlist/amazing-ways-to-use-instant-mash.html,Tips and trends
3-ingredient recipes,https://realfood.tesco.com/curatedlist/3-ingredient-recipes.html,Tips and trends
10 sumptuous soup recipes,https://realfood.tesco.com/gallery/10-sumptuous-soup-recipes.html,Top 10
10 perfect lunchbox bakes,https://realfood.tesco.com/gallery/10-perfect-lunchbox-bakes.html,Top 10
Best roast beef recipes,https://realfood.tesco.com/gallery/best-roast-beef-recipes.html,Top 10
How to make a plum and berry cobbler,https://realfood.tesco.com/step-by-step/how-to-make-a-plum-and-berry-cobbler.html,Step-by-step
Eight ways to have the ultimate brunch,https://realfood.tesco.com/curatedlist/eight-ways-to-have-the-ultimate-brunch.html,Tips and trends
How to use eggs,https://realfood.tesco.com/curatedlist/how-to-use-eggs.html,Tips and trends
10 healthy rice recipes,https://realfood.tesco.com/gallery/10-healthy-rice-recipes.html,Top 10
How to make a Halloween bone cake,https://realfood.tesco.com/step-by-step/how-to-make-a-halloween-bone-cake.html,Step-by-step
10 best cherry recipes,https://realfood.tesco.com/gallery/10-best-cherry-recipes.html,Top 10
How to barbecue a whole chicken,https://realfood.tesco.com/step-by-step/how-to-barbecue-a-whole-chicken.html,Step-by-step
"Easy store cupboard bakes, cakes and desserts",https://realfood.tesco.com/gallery/easy-store-cupboard-bakes-cakes-and-desserts.html,Top 10
How to make blinis,https://realfood.tesco.com/step-by-step/how-to-make-blinis.html,Step-by-step
How to bake the ultimate loaf of bread,https://realfood.tesco.com/step-by-step/how-to-bake-the-ultimate-loaf-of-bread.html,Step-by-step
How to make the perfect salad dressing,https://realfood.tesco.com/curatedlist/how-to-make-the-perfect-salad-dressing.html,Tips and trends
Top 10 al fresco recipes,https://realfood.tesco.com/gallery/top-10-al-fresco-recipes.html,Top 10
How to make shortcrust pastry,https://realfood.tesco.com/step-by-step/how-to-make-shortcrust-pastry.html,Step-by-step
3-ingredient chocolate pots,https://realfood.tesco.com/step-by-step/3-ingredient-chocolate-pots.html,Step-by-step
How to make avocado ice cream,https://realfood.tesco.com/step-by-step/how-to-make-avocado-ice-cream.html,Step-by-step
5 easy family dinners for £25: Week 9,https://realfood.tesco.com/curatedlist/5-easy-family-dinners-for-25-week-9.html,Tips and trends
How to make Thai green curry,https://realfood.tesco.com/step-by-step/how-to-make-thai-green-curry.html,Step-by-step
How to cook the ultimate Valentine’s Day dinner,https://realfood.tesco.com/curatedlist/how-to-cook-the-ultimate-valentines-day-dinner.html,Tips and trends
10 great gluten-free breakfasts,https://realfood.tesco.com/gallery/10-great-gluten-free-breakfasts.html,Top 10
10 best bakes for kids,https://realfood.tesco.com/gallery/10-best-bakes-for-kids.html,Top 10
10 healthy vegan recipes,https://realfood.tesco.com/gallery/10-healthy-vegan-recipes.html,Top 10
10 quick barbecue recipes,https://realfood.tesco.com/gallery/10-quick-barbecue-recipes.html,Top 10
Top fruity bakes and cakes,https://realfood.tesco.com/gallery/top-fruity-bakes-and-cakes.html,Top 10
Five ways to add colour to your breakfast,https://realfood.tesco.com/curatedlist/five-ways-to-add-colour-to-your-breakfast.html,Tips and trends
How to make your favourite dishes even more delicious,https://realfood.tesco.com/curatedlist/how-to-make-your-favourite-dishes-even-more-delicious.html,Tips and trends
Eight healthy snacks that are actually easy to make,https://realfood.tesco.com/curatedlist/eight-healthy-snacks-that-are-actually-easy-to-make.html,Tips and trends
What's in season in February,https://realfood.tesco.com/whats-in-season/february.html,Tips and trends
Summer street food recipes,https://realfood.tesco.com/gallery/summer-street-food-recipes.html,Top 10
10 brilliant banana recipes,https://realfood.tesco.com/gallery/10-brilliant-banana-recipes.html,Top 10
Top tips for the perfect roast dinner,https://realfood.tesco.com/curatedlist/top-tips-for-the-perfect-roast-dinner.html,Tips and trends
Amazing ways to use peanut butter,https://realfood.tesco.com/curatedlist/amazing-ways-to-use-peanut-butter.html,Tips and trends
10 beautiful Mother's Day bakes,https://realfood.tesco.com/gallery/10-beautiful-mothers-day-bakes.html,Top 10
Easy ways to flavour your favourite spirits,https://realfood.tesco.com/curatedlist/easy-ways-to-flavour-your-favourite-spirits.html,Tips and trends
How to make spring risotto,https://realfood.tesco.com/step-by-step/how-to-make-spring-risotto.html,Step-by-step
3-ingredient Brie and cranberry focaccia bites,https://realfood.tesco.com/step-by-step/3-ingredient-brie-and-cranberry-focaccia-bites.html,Step-by-step
10 delicious brunch recipes,https://realfood.tesco.com/gallery/10-delicious-brunch-recipes.html,Top 10
Jamie Oliver's school dinner plan,https://realfood.tesco.com/curatedlist/jamie-olivers-school-dinner-plan.html,Tips and trends
£4 dinners,https://realfood.tesco.com/curatedlist/4-dinners.html,Tips and trends
How to make dhal,https://realfood.tesco.com/step-by-step/how-to-make-dhal.html,Step-by-step
Best veggie BBQ recipes,https://realfood.tesco.com/gallery/best-veggie-bbq-recipes.html,Top 10
